Date,Region,Orders_Received,Production_Output,Transportation_Time_Days,Defect_Rate,Fuel_Cost_per_Litre,Avg_Delivery_Delay_Days,Total_Cost,Revenue,Profit
2024-11-29,Bangalore,332,311,3.698,0.024,83.943,1.138,38728.381,66400.0,27671.619
2024-11-29,Chennai,236,211,5.402,0.043,92.682,2.188,27340.887,47200.0,19859.113
2024-11-29,Hyderabad,306,275,2.692,0.01,91.462,2.304,35066.537,61200.0,26133.463
2024-11-30,Mumbai,340,292,3.533,0.016,73.092,1.516,36528.91,68000.0,31471.09
2024-11-30,Delhi,213,193,2.917,0.02,94.319,0.721,24463.655,42600.0,18136.345
2024-11-30,Bangalore,293,255,5.303,0.032,88.995,1.11,32044.982,58600.0,26555.018
2024-11-30,Chennai,322,278,5.42,0.024,94.247,2.219,35411.87,64400.0,28988.13
2024-11-30,Hyderabad,340,306,4.403,0.04,84.296,1.829,38477.502,68000.0,29522.498
2024-12-01,Mumbai,348,298,3.538,0.023,72.995,2.19,37585.192,69600.0,32014.808
2024-12-01,Delhi,227,200,4.675,0.023,72.543,0.761,25105.843,45400.0,20294.157
2024-12-01,Bangalore,202,183,2.521,0.046,74.494,0.584,22997.005,40400.0,17402.995
2024-12-01,Chennai,378,364,6.286,0.043,92.462,1.435,45321.919,75600.0,30278.081
2024-12-01,Hyderabad,317,302,6.297,0.016,73.99,1.81,37884.688,63400.0,25515.312
2024-12-02,Mumbai,345,336,6.488,0.016,80.182,2.061,42152.522,69000.0,26847.478
2024-12-02,Delhi,243,233,3.049,0.043,95.102,2.314,30068.154,48600.0,18531.846
2024-12-02,Bangalore,392,375,4.304,0.032,90.367,0.728,46267.589,78400.0,32132.411
2024-12-02,Chennai,319,301,2.874,0.04,100.054,0.761,37500.99,63800.0,26299.01
2024-12-02,Hyderabad,296,283,6.155,0.029,93.91,1.965,35881.579,59200.0,23318.421
2024-12-03,Mumbai,338,287,2.289,0.01,109.276,1.279,36172.243,67600.0,31427.757
2024-12-03,Delhi,224,212,5.73,0.042,109.246,1.507,27285.835,44800.0,17514.165
2024-12-03,Bangalore,351,338,2.606,0.017,81.918,0.993,41875.539,70200.0,28324.461
2024-12-03,Chennai,387,376,5.361,0.049,98.03,2.011,47105.729,77400.0,30294.271
2024-12-03,Hyderabad,241,213,2.609,0.018,100.168,1.972,27547.454,48200.0,20652.546
2024-12-04,Mumbai,296,258,5.264,0.014,89.674,1.003,32358.022,59200.0,26841.978
2024-12-04,Delhi,273,234,5.374,0.024,83.411,2.391,30109.821,54600.0,24490.179
2024-12-04,Bangalore,292,277,6.713,0.03,92.443,1.147,34738.076,58400.0,23661.924
2024-12-04,Chennai,297,254,6.414,0.026,91.347,1.802,32294.633,59400.0,27105.367
2024-12-04,Hyderabad,228,217,3.721,0.039,71.522,1.139,27324.833,45600.0,18275.167
2024-12-05,Mumbai,389,338,4.797,0.021,72.578,0.716,41643.973,77800.0,36156.027
2024-12-05,Delhi,302,283,2.048,0.026,103.301,1.709,35847.372,60400.0,24552.628
2024-12-05,Bangalore,379,342,6.867,0.044,92.559,0.777,42353.924,75800.0,33446.076
2024-12-05,Chennai,390,340,3.917,0.012,99.17,1.167,42375.444,78000.0,35624.556
2024-12-05,Hyderabad,207,182,2.24,0.011,73.454,0.695,22921.798,41400.0,18478.202
2024-12-06,Mumbai,354,309,6.053,0.021,89.33,0.969,38458.024,70800.0,32341.976
2024-12-06,Delhi,270,229,3.491,0.033,87.241,0.806,28755.213,54000.0,25244.787
2024-12-06,Bangalore,285,265,5.445,0.02,103.774,1.77,33722.538,57000.0,23277.462
2024-12-06,Chennai,385,349,5.186,0.032,83.427,2.072,43750.479,77000.0,33249.521
2024-12-06,Hyderabad,378,348,2.205,0.03,93.538,1.132,43261.199,75600.0,32338.801
2024-12-07,Mumbai,372,318,2.779,0.017,78.28,1.306,39595.802,74400.0,34804.198
2024-12-07,Delhi,379,366,6.239,0.023,80.982,0.707,45083.177,75800.0,30716.823
2024-12-07,Bangalore,372,344,2.673,0.04,88.991,0.801,42570.192,74400.0,31829.808
2024-12-07,Chennai,274,266,3.413,0.016,88.649,0.719,33165.931,54800.0,21634.069
2024-12-07,Hyderabad,275,240,2.279,0.035,106.182,0.547,30135.088,55000.0,24864.912
2024-12-08,Mumbai,274,255,4.829,0.017,108.106,0.951,32156.47,54800.0,22643.53
2024-12-08,Delhi,200,172,5.292,0.026,84.72,2.052,22513.283,40000.0,17486.717
2024-12-08,Bangalore,289,275,6.51,0.013,87.765,0.716,34235.77,57800.0,23564.23
2024-12-08,Chennai,226,203,3.434,0.012,100.606,2.336,26534.095,45200.0,18665.905
2024-12-08,Hyderabad,311,295,5.57,0.045,78.323,0.855,36610.943,62200.0,25589.057
2024-12-09,Mumbai,369,328,5.156,0.037,91.279,1.377,40961.314,73800.0,32838.686
2024-12-09,Delhi,263,225,6.577,0.039,76.554,1.663,28596.928,52600.0,24003.072
2024-12-09,Bangalore,307,267,5.959,0.049,83.969,2.433,34096.076,61400.0,27303.924
2024-12-09,Chennai,376,330,4.63,0.044,75.448,0.945,40826.956,75200.0,34373.044
2024-12-09,Hyderabad,355,335,2.963,0.028,80.67,0.897,41455.353,71000.0,29544.647
2024-12-10,Mumbai,372,347,5.17,0.05,87.353,1.669,43348.045,74400.0,31051.955
2024-12-10,Delhi,386,364,5.071,0.044,89.158,2.408,45775.644,77200.0,31424.356
2024-12-10,Bangalore,223,212,2.88,0.011,109.906,0.701,26889.632,44600.0,17710.368
2024-12-10,Chennai,227,218,4.32,0.035,99.506,1.658,27984.121,45400.0,17415.879
2024-12-10,Hyderabad,368,319,6.27,0.033,102.555,0.796,39703.588,73600.0,33896.412
2024-12-11,Mumbai,228,220,5.735,0.023,79.425,1.12,27754.205,45600.0,17845.795
2024-12-11,Delhi,220,193,4.094,0.041,78.016,1.162,24520.943,44000.0,19479.057
2024-12-11,Bangalore,388,357,6.667,0.011,107.179,1.931,44877.345,77600.0,32722.655
2024-12-11,Chennai,240,229,6.513,0.035,101.771,1.696,29345.505,48000.0,18654.495
2024-12-11,Hyderabad,327,282,4.733,0.027,72.037,1.828,35474.472,65400.0,29925.528
2024-12-12,Mumbai,336,296,4.434,0.038,106.435,0.706,36937.381,67200.0,30262.619
2024-12-12,Delhi,202,183,4.517,0.044,93.657,1.447,23620.042,40400.0,16779.958
2024-12-12,Bangalore,312,282,3.299,0.014,80.835,2.446,35871.226,62400.0,26528.774
2024-12-12,Chennai,334,314,5.716,0.035,78.996,2.134,39537.058,66800.0,27262.942
2024-12-12,Hyderabad,236,223,3.991,0.049,91.032,1.855,28598.017,47200.0,18601.983
2024-12-13,Mumbai,231,216,4.753,0.037,75.433,0.917,27132.711,46200.0,19067.289
2024-12-13,Delhi,335,289,6.217,0.026,106.233,1.412,36448.554,67000.0,30551.446
2024-12-13,Bangalore,298,276,2.815,0.045,107.07,0.728,34554.851,59600.0,25045.149
2024-12-13,Chennai,290,249,2.818,0.02,100.008,1.375,31567.646,58000.0,26432.354
2024-12-13,Hyderabad,341,292,6.379,0.047,72.427,1.793,36660.807,68200.0,31539.193
2024-12-14,Mumbai,235,210,4.376,0.041,73.004,1.867,26863.773,47000.0,20136.227
2024-12-14,Delhi,362,310,5.022,0.039,82.242,1.796,38920.301,72400.0,33479.699
2024-12-14,Bangalore,329,303,2.104,0.049,73.643,1.627,37909.987,65800.0,27890.013
2024-12-14,Chennai,221,199,3.085,0.014,75.349,1.66,25463.645,44200.0,18736.355
2024-12-14,Hyderabad,240,223,5.791,0.048,98.295,0.857,28171.665,48000.0,19828.335
2024-12-15,Mumbai,356,303,5.201,0.019,80.627,0.905,37618.945,71200.0,33581.055
2024-12-15,Delhi,352,336,4.413,0.034,92.622,0.799,41645.904,70400.0,28754.096
2024-12-15,Bangalore,394,375,3.666,0.012,106.085,2.197,47159.345,78800.0,31640.655
2024-12-15,Chennai,241,219,4.65,0.028,87.942,1.638,27978.6,48200.0,20221.4
2024-12-15,Hyderabad,297,290,2.954,0.046,91.002,1.08,36250.005,59400.0,23149.995
2024-12-16,Mumbai,334,311,6.583,0.013,98.889,1.969,39293.486,66800.0,27506.514
2024-12-16,Delhi,276,245,5.945,0.017,104.451,1.536,31212.698,55200.0,23987.302
2024-12-16,Bangalore,342,333,4.821,0.044,74.742,1.955,41684.795,68400.0,26715.205
2024-12-16,Chennai,365,327,2.798,0.017,70.157,1.904,40893.501,73000.0,32106.499
2024-12-16,Hyderabad,214,205,6.549,0.022,81.736,0.813,25823.753,42800.0,16976.247
2024-12-17,Mumbai,312,287,4.992,0.017,82.254,2.269,36397.153,62400.0,26002.847
2024-12-17,Delhi,377,359,4.004,0.018,99.202,1.286,44715.093,75400.0,30684.907
2024-12-17,Bangalore,287,271,3.883,0.013,92.436,1.103,33996.067,57400.0,23403.933
2024-12-17,Chennai,249,220,6.376,0.017,77.555,1.802,28076.493,49800.0,21723.507
2024-12-17,Hyderabad,285,261,4.214,0.011,78.276,1.685,32945.489,57000.0,24054.511
2024-12-18,Mumbai,293,278,4.228,0.039,109.184,2.032,35467.805,58600.0,23132.195
2024-12-18,Delhi,359,333,4.706,0.036,72.682,2.144,41758.87,71800.0,30041.13
2024-12-18,Bangalore,234,213,4.897,0.023,78.538,2.496,27593.351,46800.0,19206.649
2024-12-18,Chennai,320,307,5.199,0.018,76.094,1.22,38210.735,64000.0,25789.265
2024-12-18,Hyderabad,220,200,4.273,0.024,75.028,2.139,25819.978,44000.0,18180.022
2024-12-19,Mumbai,364,338,2.805,0.042,93.714,2.368,42681.086,72800.0,30118.914
2024-12-19,Delhi,215,199,4.64,0.025,98.293,1.196,25461.091,43000.0,17538.909
2024-12-19,Bangalore,258,245,6.396,0.049,104.516,0.727,30808.851,51600.0,20791.149
2024-12-19,Chennai,245,211,2.873,0.026,77.139,1.883,27032.745,49000.0,21967.255
2024-12-19,Hyderabad,243,211,4.593,0.012,94.276,2.441,27483.279,48600.0,21116.721
2024-12-20,Mumbai,251,222,2.913,0.045,77.013,2.169,28494.572,50200.0,21705.428
2024-12-20,Delhi,284,275,2.957,0.033,91.667,1.014,34423.491,56800.0,22376.509
2024-12-20,Bangalore,293,272,3.955,0.012,98.614,2.095,34673.409,58600.0,23926.591
2024-12-20,Chennai,222,196,6.553,0.043,95.19,1.155,25049.294,44400.0,19350.706
2024-12-20,Hyderabad,242,206,2.776,0.036,89.337,2.44,26833.144,48400.0,21566.856
2024-12-21,Mumbai,234,222,4.794,0.014,106.324,1.362,28383.994,46800.0,18416.006
2024-12-21,Delhi,237,218,5.864,0.025,71.661,1.171,27462.155,47400.0,19937.845
2024-12-21,Bangalore,379,330,4.882,0.041,101.298,1.539,41382.614,75800.0,34417.386
2024-12-21,Chennai,226,204,5.928,0.02,100.559,2.065,26517.972,45200.0,18682.028
2024-12-21,Hyderabad,268,258,3.57,0.024,89.207,0.843,32273.376,53600.0,21326.624
2024-12-22,Mumbai,291,248,2.3,0.012,80.662,1.858,31495.412,58200.0,26704.588
2024-12-22,Delhi,248,237,4.867,0.02,80.442,2.109,30298.694,49600.0,19301.306
2024-12-22,Bangalore,338,320,2.555,0.02,94.226,1.951,40317.977,67600.0,27282.023
2024-12-22,Chennai,240,211,3.98,0.035,97.065,2.326,27453.459,48000.0,20546.541
2024-12-22,Hyderabad,252,227,6.654,0.048,90.555,1.756,29023.694,50400.0,21376.306
2024-12-23,Mumbai,366,340,5.804,0.04,109.73,2.239,43016.802,73200.0,30183.198
2024-12-23,Delhi,269,250,3.898,0.032,109.551,1.903,32047.205,53800.0,21752.795
2024-12-23,Bangalore,264,238,3.55,0.046,71.469,2.428,30488.578,52800.0,22311.422
2024-12-23,Chennai,280,255,6.953,0.039,108.389,1.24,32303.665,56000.0,23696.335
2024-12-23,Hyderabad,249,225,3.317,0.027,84.979,1.47,28584.755,49800.0,21215.245
2024-12-24,Mumbai,360,333,6.355,0.022,90.202,0.965,41344.45,72000.0,30655.55
2024-12-24,Delhi,314,277,4.058,0.042,75.297,1.882,34934.202,62800.0,27865.798
2024-12-24,Bangalore,316,285,4.907,0.038,101.274,0.761,35593.083,63200.0,27606.917
2024-12-24,Chennai,354,303,5.935,0.047,104.337,1.112,37959.447,70800.0,32840.553
2024-12-24,Hyderabad,323,275,4.927,0.045,81.368,1.523,34575.192,64600.0,30024.808
2024-12-25,Mumbai,250,242,3.865,0.011,108.144,1.493,30867.986,50000.0,19132.014
2024-12-25,Delhi,338,317,3.21,0.033,78.897,1.839,39748.718,67600.0,27851.282
2024-12-25,Bangalore,269,238,4.786,0.015,91.338,1.23,30088.502,53800.0,23711.498
2024-12-25,Chennai,365,331,3.314,0.047,72.199,1.224,41053.765,73000.0,31946.235
2024-12-25,Hyderabad,227,209,2.457,0.014,76.867,0.652,26174.427,45400.0,19225.573
2024-12-26,Mumbai,223,191,5.144,0.018,94.842,1.526,24631.572,44600.0,19968.428
2024-12-26,Delhi,397,373,6.295,0.015,71.577,2.09,46520.718,79400.0,32879.282
2024-12-26,Bangalore,221,202,3.276,0.021,88.175,1.089,25666.17,44200.0,18533.83
2024-12-26,Chennai,203,189,5.666,0.03,81.35,2.047,24516.956,40600.0,16083.044
2024-12-26,Hyderabad,292,280,6.47,0.041,88.115,0.635,34798.421,58400.0,23601.579
2024-12-27,Mumbai,253,229,3.858,0.029,76.25,0.909,28696.838,50600.0,21903.162
2024-12-27,Delhi,376,367,4.943,0.036,87.085,0.636,45228.996,75200.0,29971.004
2024-12-27,Bangalore,339,305,6.473,0.01,89.042,0.948,37964.25,67800.0,29835.75
2024-12-27,Chennai,399,370,5.033,0.018,74.913,2.383,46340.394,79800.0,33459.606
2024-12-27,Hyderabad,237,226,2.181,0.031,96.009,1.912,29036.056,47400.0,18363.944
2024-12-28,Mumbai,295,280,2.398,0.014,70.704,2.477,35545.333,59000.0,23454.667
2024-12-28,Delhi,334,308,2.626,0.021,104.865,1.969,38993.242,66800.0,27806.758
2024-12-28,Bangalore,230,197,2.283,0.013,89.857,1.562,25319.461,46000.0,20680.539
2024-12-28,Chennai,223,194,4.533,0.025,96.104,0.719,24600.493,44600.0,19999.507
2024-12-28,Hyderabad,356,313,2.888,0.011,107.051,0.567,38914.125,71200.0,32285.875
2024-12-29,Mumbai,343,321,6.171,0.041,75.743,1.907,40230.852,68600.0,28369.148
2024-12-29,Delhi,323,284,3.944,0.029,96.853,2.085,36090.961,64600.0,28509.039
2024-12-29,Bangalore,323,305,4.715,0.023,70.267,1.207,37906.213,64600.0,26693.787
2024-12-29,Chennai,309,267,5.733,0.049,91.304,0.766,33336.132,61800.0,28463.868
2024-12-29,Hyderabad,258,226,2.896,0.017,109.041,0.562,28491.271,51600.0,23108.729
2024-12-30,Mumbai,330,288,6.549,0.021,104.239,1.588,36396.576,66000.0,29603.424
2024-12-30,Delhi,234,202,6.153,0.026,100.697,0.765,25629.544,46800.0,21170.456
2024-12-30,Bangalore,291,283,5.695,0.045,80.991,2.292,35915.75,58200.0,22284.25
2024-12-30,Chennai,202,189,2.686,0.021,91.056,2.185,24683.094,40400.0,15716.906
2024-12-30,Hyderabad,345,319,5.955,0.015,71.969,0.772,39385.849,69000.0,29614.151
2024-12-31,Mumbai,318,294,3.364,0.029,76.212,2.342,37212.887,63600.0,26387.113
2024-12-31,Delhi,311,274,3.521,0.034,109.43,1.714,34831.354,62200.0,27368.646
2024-12-31,Bangalore,319,272,4.129,0.027,93.25,0.611,33878.156,63800.0,29921.844
2024-12-31,Chennai,261,229,3.616,0.028,83.004,2.043,29331.658,52200.0,22868.342
2024-12-31,Hyderabad,266,255,6.618,0.047,72.451,1.095,31871.889,53200.0,21328.111
2025-01-01,Mumbai,368,343,3.05,0.044,90.313,1.426,42776.137,73600.0,30823.863
2025-01-01,Delhi,354,342,2.286,0.034,106.026,0.853,42526.669,70800.0,28273.331
2025-01-01,Bangalore,375,336,2.714,0.017,76.891,1.372,41774.761,75000.0,33225.239
2025-01-01,Chennai,257,227,6.092,0.013,94.196,0.849,28606.438,51400.0,22793.562
2025-01-01,Hyderabad,236,212,2.641,0.014,102.249,0.849,26886.912,47200.0,20313.088
2025-01-02,Mumbai,362,338,4.711,0.048,93.351,0.782,41884.453,72400.0,30515.547
2025-01-02,Delhi,331,282,4.893,0.015,75.411,0.857,35022.399,66200.0,31177.601
2025-01-02,Bangalore,213,203,6.12,0.02,93.468,1.16,25874.923,42600.0,16725.077
2025-01-02,Chennai,355,338,6.499,0.044,76.655,2.014,42333.652,71000.0,28666.348
2025-01-02,Hyderabad,227,212,3.865,0.048,72.76,2.367,27351.033,45400.0,18048.967
2025-01-03,Mumbai,307,278,4.339,0.041,84.957,0.562,34490.52,61400.0,26909.48
2025-01-03,Delhi,334,305,2.006,0.02,102.891,1.1,38179.03,66800.0,28620.97
2025-01-03,Bangalore,288,260,5.476,0.039,92.364,1.713,32980.225,57600.0,24619.775
2025-01-03,Chennai,228,212,2.662,0.017,84.833,0.677,26626.95,45600.0,18973.05
2025-01-03,Hyderabad,206,190,2.323,0.022,72.125,2.343,24692.612,41200.0,16507.388
2025-01-04,Mumbai,206,181,6.799,0.025,95.435,1.184,23266.569,41200.0,17933.431
2025-01-04,Delhi,222,215,6.78,0.039,73.478,1.459,27264.131,44400.0,17135.869
2025-01-04,Bangalore,388,359,5.942,0.037,108.194,1.001,44662.303,77600.0,32937.697
2025-01-04,Chennai,249,214,6.579,0.024,80.227,2.406,27685.399,49800.0,22114.601
2025-01-04,Hyderabad,272,258,2.337,0.023,109.39,0.751,32429.419,54400.0,21970.581
2025-01-05,Mumbai,273,241,5.675,0.049,87.806,2.021,30808.736,54600.0,23791.264
2025-01-05,Delhi,266,236,2.267,0.046,87.356,2.067,30227.242,53200.0,22972.758
2025-01-05,Bangalore,390,350,2.362,0.041,98.207,2.036,44000.266,78000.0,33999.734
2025-01-05,Chennai,317,306,4.361,0.039,86.813,0.995,38085.646,63400.0,25314.354
2025-01-05,Hyderabad,365,310,6.281,0.011,86.53,0.851,38490.782,73000.0,34509.218
2025-01-06,Mumbai,295,252,3.637,0.024,75.709,0.924,31459.006,59000.0,27540.994
2025-01-06,Delhi,272,264,2.352,0.046,85.232,1.453,33258.686,54400.0,21141.314
2025-01-06,Bangalore,258,235,5.506,0.047,101.904,0.58,29508.879,51600.0,22091.121
2025-01-06,Chennai,346,318,3.017,0.016,72.997,1.018,39398.78,69200.0,29801.22
2025-01-06,Hyderabad,338,307,3.531,0.04,101.64,1.962,38837.23,67600.0,28762.77
2025-01-07,Mumbai,266,229,6.892,0.016,76.854,1.786,29141.533,53200.0,24058.467
2025-01-07,Delhi,205,193,4.54,0.03,96.571,1.911,25081.437,41000.0,15918.563
2025-01-07,Bangalore,255,235,5.969,0.043,101.027,0.89,29655.238,51000.0,21344.762
2025-01-07,Chennai,312,295,6.018,0.048,77.19,2.112,37227.668,62400.0,25172.332
2025-01-07,Hyderabad,249,235,6.732,0.011,87.13,0.889,29515.77,49800.0,20284.23
2025-01-08,Mumbai,316,273,4.549,0.031,70.125,0.765,33843.765,63200.0,29356.235
2025-01-08,Delhi,240,223,2.615,0.017,86.543,2.179,28715.156,48000.0,19284.844
2025-01-08,Bangalore,251,241,5.955,0.022,75.664,1.65,30501.774,50200.0,19698.226
2025-01-08,Chennai,362,311,2.756,0.047,89.606,1.59,39010.841,72400.0,33389.159
2025-01-08,Hyderabad,308,274,4.109,0.011,80.591,1.885,34628.622,61600.0,26971.378
2025-01-09,Mumbai,200,193,3.763,0.05,77.252,0.826,24345.617,40000.0,15654.383
2025-01-09,Delhi,381,360,5.956,0.027,85.528,1.629,44869.669,76200.0,31330.331
2025-01-09,Bangalore,260,242,5.081,0.026,74.893,0.584,30080.989,52000.0,21919.011
2025-01-09,Chennai,355,315,2.502,0.031,96.92,1.995,39766.865,71000.0,31233.135
2025-01-09,Hyderabad,209,197,4.944,0.048,106.932,1.306,25362.125,41800.0,16437.875
2025-01-10,Mumbai,228,218,5.854,0.046,93.154,2.441,28311.947,45600.0,17288.053
2025-01-10,Delhi,351,320,6.483,0.025,71.544,2.035,40133.111,70200.0,30066.889
2025-01-10,Bangalore,214,203,2.865,0.02,107.075,0.519,25690.396,42800.0,17109.604
2025-01-10,Chennai,250,230,4.824,0.04,101.136,1.314,29268.23,50000.0,20731.77
2025-01-10,Hyderabad,263,237,6.926,0.017,85.979,2.372,30485.59,52600.0,22114.41
2025-01-11,Mumbai,270,245,4.127,0.028,106.672,2.044,31488.661,54000.0,22511.339
2025-01-11,Delhi,393,335,5.029,0.014,83.789,1.242,41658.724,78600.0,36941.276
2025-01-11,Bangalore,383,366,3.378,0.043,91.951,0.797,45238.136,76600.0,31361.864
2025-01-11,Chennai,227,215,3.505,0.036,88.322,2.18,27773.187,45400.0,17626.813
2025-01-11,Hyderabad,239,222,2.838,0.028,92.673,0.832,27982.577,47800.0,19817.423
2025-01-12,Mumbai,212,189,2.201,0.045,71.519,0.582,23686.316,42400.0,18713.684
2025-01-12,Delhi,359,330,4.458,0.02,96.446,2.064,41596.491,71800.0,30203.509
2025-01-12,Bangalore,271,261,4.845,0.017,102.191,2.328,33506.111,54200.0,20693.889
2025-01-12,Chennai,270,230,2.979,0.045,75.771,0.924,28819.713,54000.0,25180.287
2025-01-12,Hyderabad,387,358,6.044,0.012,108.396,1.095,44591.702,77400.0,32808.298
2025-01-13,Mumbai,231,222,4.317,0.025,80.393,2.425,28656.613,46200.0,17543.387
2025-01-13,Delhi,346,294,5.116,0.038,71.843,0.545,36270.83,69200.0,32929.17
2025-01-13,Bangalore,267,231,3.571,0.048,107.927,0.85,29224.054,53400.0,24175.946
2025-01-13,Chennai,358,306,3.074,0.047,105.404,1.669,38608.589,71600.0,32991.411
2025-01-13,Hyderabad,388,351,6.916,0.014,93.085,1.115,43608.585,77600.0,33991.415
2025-01-14,Mumbai,393,334,4.977,0.025,83.468,2.233,42031.385,78600.0,36568.615
2025-01-14,Delhi,206,201,2.281,0.039,88.643,2.275,26144.058,41200.0,15055.942
2025-01-14,Bangalore,327,314,5.256,0.048,84.427,1.784,39416.315,65400.0,25983.685
2025-01-14,Chennai,248,242,6.137,0.022,80.833,1.456,30576.323,49600.0,19023.677
2025-01-14,Hyderabad,378,350,3.975,0.026,98.24,2.332,44148.435,75600.0,31451.565
2025-01-15,Mumbai,327,315,6.965,0.027,80.626,1.859,39535.834,65400.0,25864.166
2025-01-15,Delhi,309,299,4.486,0.025,99.325,1.098,37422.227,61800.0,24377.773
2025-01-15,Bangalore,323,281,5.382,0.017,95.614,1.991,35671.713,64600.0,28928.287
2025-01-15,Chennai,363,342,5.753,0.015,99.537,2.198,43134.609,72600.0,29465.391
2025-01-15,Hyderabad,309,269,2.894,0.04,99.763,1.541,34048.124,61800.0,27751.876
2025-01-16,Mumbai,357,329,2.605,0.026,82.77,2.319,41467.368,71400.0,29932.632
2025-01-16,Delhi,222,217,5.004,0.019,79.893,1.268,27473.099,44400.0,16926.901
2025-01-16,Bangalore,246,223,2.418,0.021,90.902,0.816,28077.021,49200.0,21122.979
2025-01-16,Chennai,218,196,4.812,0.023,107.821,0.626,24911.266,43600.0,18688.734
2025-01-16,Hyderabad,326,317,4.48,0.05,97.95,0.719,39378.859,65200.0,25821.141
2025-01-17,Mumbai,380,358,5.087,0.023,93.697,2.179,44986.537,76000.0,31013.463
2025-01-17,Delhi,297,274,3.885,0.019,93.953,0.982,34310.507,59400.0,25089.493
2025-01-17,Bangalore,399,366,3.961,0.038,89.674,1.838,45735.816,79800.0,34064.184
2025-01-17,Chennai,282,241,4.464,0.017,97.181,1.031,30407.295,56400.0,25992.705
2025-01-17,Hyderabad,379,342,3.417,0.026,70.616,2.257,42874.663,75800.0,32925.337
2025-01-18,Mumbai,339,314,3.449,0.043,77.506,1.434,39172.176,67800.0,28627.824
2025-01-18,Delhi,285,250,2.762,0.047,98.174,0.944,31453.486,57000.0,25546.514
2025-01-18,Bangalore,220,200,2.985,0.015,89.883,0.543,25170.514,44000.0,18829.486
2025-01-18,Chennai,335,313,2.48,0.029,74.387,0.82,38713.741,67000.0,28286.259
2025-01-18,Hyderabad,301,265,6.938,0.026,87.378,2.394,33870.705,60200.0,26329.295
2025-01-19,Mumbai,356,340,5.183,0.023,84.231,0.973,42129.004,71200.0,29070.996
2025-01-19,Delhi,399,350,4.216,0.035,95.94,0.997,43457.815,79800.0,36342.185
2025-01-19,Bangalore,269,243,2.179,0.048,98.632,1.701,30996.595,53800.0,22803.405
2025-01-19,Chennai,392,380,2.872,0.044,81.119,1.126,46974.39,78400.0,31425.61
2025-01-19,Hyderabad,261,247,5.148,0.048,77.845,0.654,30745.309,52200.0,21454.691
2025-01-20,Mumbai,243,216,2.768,0.035,73.289,1.943,27624.213,48600.0,20975.787
2025-01-20,Delhi,334,307,6.125,0.039,94.669,0.734,38153.53,66800.0,28646.47
2025-01-20,Bangalore,383,336,5.408,0.029,97.03,2.272,42426.047,76600.0,34173.953
2025-01-20,Chennai,266,242,4.73,0.043,81.285,1.241,30473.59,53200.0,22726.41
2025-01-20,Hyderabad,333,318,4.92,0.033,101.751,1.184,39769.6,66600.0,26830.4
2025-01-21,Mumbai,344,293,2.845,0.047,73.812,0.502,36148.906,68800.0,32651.094
2025-01-21,Delhi,319,293,2.838,0.036,71.069,1.204,36472.887,63800.0,27327.113
2025-01-21,Bangalore,208,181,4.959,0.03,106.108,0.652,23107.114,41600.0,18492.886
2025-01-21,Chennai,211,190,5.205,0.038,95.145,1.639,24571.156,42200.0,17628.844
2025-01-21,Hyderabad,298,277,6.513,0.034,108.949,1.495,35076.802,59600.0,24523.198
2025-01-22,Mumbai,303,262,2.98,0.011,94.839,0.871,32823.683,60600.0,27776.317
2025-01-22,Delhi,280,256,5.459,0.046,89.641,2.419,32826.139,56000.0,23173.861
2025-01-22,Bangalore,356,330,3.48,0.021,107.039,0.868,41104.563,71200.0,30095.437
2025-01-22,Chennai,244,210,2.625,0.042,75.238,1.179,26542.114,48800.0,22257.886
2025-01-22,Hyderabad,308,263,4.986,0.032,70.689,1.149,32841.323,61600.0,28758.677
2025-01-23,Mumbai,273,244,4.896,0.03,96.899,2.118,31307.999,54600.0,23292.001
2025-01-23,Delhi,248,234,6.543,0.045,106.4,2.048,30168.201,49600.0,19431.799
2025-01-23,Bangalore,220,193,2.052,0.034,80.366,1.012,24469.623,44000.0,19530.377
2025-01-23,Chennai,315,279,5.553,0.038,75.835,1.498,34987.59,63000.0,28012.41
2025-01-23,Hyderabad,217,187,3.811,0.043,107.325,0.538,23782.445,43400.0,19617.555
2025-01-24,Mumbai,312,284,2.975,0.031,74.85,0.859,35257.979,62400.0,27142.021
2025-01-24,Delhi,244,211,4.985,0.033,104.232,2.072,27398.254,48800.0,21401.746
2025-01-24,Bangalore,343,314,5.087,0.045,91.888,1.132,39164.757,68600.0,29435.243
2025-01-24,Chennai,317,288,5.475,0.03,106.862,1.154,36205.778,63400.0,27194.222
2025-01-24,Hyderabad,366,345,3.052,0.05,102.609,1.303,43077.661,73200.0,30122.339
2025-01-25,Mumbai,223,210,3.289,0.018,109.913,2.175,27386.422,44600.0,17213.578
2025-01-25,Delhi,245,232,5.545,0.027,83.64,2.097,29724.94,49000.0,19275.06
2025-01-25,Bangalore,335,319,6.62,0.039,87.597,2.491,40401.655,67000.0,26598.345
2025-01-25,Chennai,321,283,6.896,0.048,106.394,1.837,35942.656,64200.0,28257.344
2025-01-25,Hyderabad,203,194,3.985,0.028,87.586,1.789,25050.266,40600.0,15549.734
2025-01-26,Mumbai,260,253,2.369,0.024,105.657,2.36,32596.784,52000.0,19403.216
2025-01-26,Delhi,373,341,3.161,0.041,101.735,0.789,42331.95,74600.0,32268.05
2025-01-26,Bangalore,327,283,3.167,0.047,77.008,0.59,35025.061,65400.0,30374.939
