Date,Region,Ad_Spend,Leads,Conversion_Rate,Discount_Percent,Revenue
29-07-2024,Bangalore,194473.63,161,0.1763,6.13,8331.23
29-07-2024,Pune,177230.1,143,0.1621,18.92,3560.55
30-07-2024,Mumbai,140815.17,156,0.1431,23.79,5868.92
30-07-2024,Delhi,154199.01,158,0.1775,13.58,11259.8
30-07-2024,Bangalore,183980.16,149,0.1644,10.08,5084.42
30-07-2024,Pune,166499.45,149,0.1205,14.24,-119.37
31-07-2024,Mumbai,109262.55,160,0.1749,14.25,15628.77
31-07-2024,Delhi,125871.16,148,0.1463,24.93,6572.84
31-07-2024,Bangalore,122917.2,150,0.1583,10.6,10387.63
31-07-2024,Pune,171405.27,147,0.1592,21.55,4112.8
01-08-2024,Mumbai,105001.86,159,0.1208,10.72,7639.03
01-08-2024,Delhi,121440.65,144,0.1246,23.31,3471.25
01-08-2024,Bangalore,135486.08,157,0.164,17.53,10440.95
01-08-2024,Pune,167287.17,157,0.1423,12.33,4384.64
02-08-2024,Mumbai,188496.43,158,0.1496,11.38,3650.47
02-08-2024,Delhi,178676.95,142,0.157,20.11,2415.83
02-08-2024,Bangalore,173791.74,153,0.1375,20.64,1592.35
02-08-2024,Pune,142749.57,145,0.168,12.34,8848.74
03-08-2024,Mumbai,186519.33,140,0.1737,18.66,3802.69
03-08-2024,Delhi,178738.7,160,0.1447,22.6,3014.92
03-08-2024,Bangalore,163795.43,145,0.1457,14.41,3299.75
03-08-2024,Pune,164932.23,144,0.167,13.97,6163.59
04-08-2024,Mumbai,150008.01,150,0.1559,9.82,7406.72
04-08-2024,Delhi,159023.27,146,0.1234,15.33,576.69
04-08-2024,Bangalore,192711.06,154,0.1369,19.55,-148.94
04-08-2024,Pune,101149.25,164,0.1356,9.03,11222.77
05-08-2024,Mumbai,116046.26,144,0.1672,23.91,10080.12
05-08-2024,Delhi,174677.66,142,0.1688,19.02,4606.83
05-08-2024,Bangalore,111043.19,144,0.1205,23.57,3887.83
05-08-2024,Pune,144330.65,149,0.1521,12.78,6956.7
06-08-2024,Mumbai,135378.92,159,0.1724,21.73,11693.63
06-08-2024,Delhi,121606.01,162,0.1772,12.21,15319.95
06-08-2024,Bangalore,135442.49,149,0.1363,10.4,5722.56
06-08-2024,Pune,131860.9,148,0.1247,21.75,3088.51
07-08-2024,Mumbai,134889.01,148,0.1715,18.86,10011.2
07-08-2024,Delhi,183790.84,162,0.1477,13.88,4162.45
07-08-2024,Bangalore,101325.1,148,0.1296,18.8,7171.61
07-08-2024,Pune,117925.33,153,0.1431,15.3,8570.15
08-08-2024,Mumbai,142960.86,162,0.1201,19.66,3197.67
08-08-2024,Delhi,173240.1,157,0.1378,16.29,2683.12
08-08-2024,Bangalore,134523,150,0.1639,22.75,8864.27
08-08-2024,Pune,112149.54,154,0.1263,10.22,7215.95
09-08-2024,Mumbai,151922.46,150,0.1347,7.1,4306.23
09-08-2024,Delhi,139103.29,158,0.1401,20.24,6208.02
09-08-2024,Bangalore,157191.22,150,0.1534,13.9,5902.81
09-08-2024,Pune,142894.43,158,0.1607,13.83,9724.73
10-08-2024,Mumbai,175359.46,157,0.1397,16.39,2750.89
10-08-2024,Delhi,157540.94,155,0.1767,19.24,9711.88
10-08-2024,Bangalore,149570.38,146,0.1286,19.15,1899.32
10-08-2024,Pune,120625.21,144,0.1659,18.9,9935.45
11-08-2024,Mumbai,177298.67,146,0.1452,6.34,2828.52
11-08-2024,Delhi,179275.81,164,0.1604,13.75,7001.74
11-08-2024,Bangalore,188561.98,150,0.1613,10.81,4260.27
11-08-2024,Pune,100997.88,148,0.1521,21.89,10228.22
12-08-2024,Mumbai,182138.84,155,0.1322,8.42,1436.04
12-08-2024,Delhi,128550.88,146,0.1471,9.49,7669.71
12-08-2024,Bangalore,185497.4,152,0.1491,6.25,3482.08
12-08-2024,Pune,140973.92,164,0.1682,23.13,11176.05
13-08-2024,Mumbai,120347.27,147,0.1726,13.4,12003.63
13-08-2024,Delhi,154176.1,143,0.1709,16.37,7381
13-08-2024,Bangalore,198170.73,157,0.1425,21.27,432.6
13-08-2024,Pune,143347.22,149,0.1393,10.18,5398.26
14-08-2024,Mumbai,135052.05,147,0.1241,13.02,3438.66
14-08-2024,Delhi,146423.85,159,0.1227,12.65,3605.07
14-08-2024,Bangalore,192928.84,150,0.1699,22,3989.01
14-08-2024,Pune,137324.12,141,0.1664,16.42,8083.56
15-08-2024,Mumbai,106646.33,147,0.1456,16.41,9092.05
15-08-2024,Delhi,152107.32,146,0.1606,20.41,6202.78
15-08-2024,Bangalore,101462.83,158,0.1572,20.1,12685.53
15-08-2024,Pune,116988.1,148,0.1408,13.42,7799.78
16-08-2024,Mumbai,115867.89,155,0.1655,17.35,12334.67
16-08-2024,Delhi,165413.27,143,0.1712,16.29,6304.72
16-08-2024,Bangalore,175826.73,151,0.1484,19.61,2869.9
16-08-2024,Pune,127094.27,147,0.1553,9.52,9168.98
17-08-2024,Mumbai,159977.13,141,0.1455,23.25,2191.63
17-08-2024,Delhi,150705.96,154,0.1535,17.11,6853.78
17-08-2024,Bangalore,113365.06,158,0.1693,18.53,13561.38
17-08-2024,Pune,179624.15,145,0.152,18.1,2267.03
18-08-2024,Mumbai,174823.28,140,0.1517,21.69,1589.71
18-08-2024,Delhi,146311.47,153,0.1331,17.31,4005.59
18-08-2024,Bangalore,126463.5,146,0.1666,21.61,9517.2
18-08-2024,Pune,146152.29,162,0.1313,7.68,5881.5
19-08-2024,Mumbai,169894.88,151,0.129,10.13,1482.28
19-08-2024,Delhi,146399.01,161,0.122,22.7,2734.96
19-08-2024,Bangalore,124339.67,144,0.1578,22.3,8059.15
19-08-2024,Pune,178377.24,164,0.1739,22.87,8390.38
20-08-2024,Mumbai,132529.06,146,0.1798,21.68,10825.15
20-08-2024,Delhi,184487.13,150,0.1688,19.43,4922.72
20-08-2024,Bangalore,196726.36,159,0.1742,23.74,5649.09
20-08-2024,Pune,180134.8,149,0.1203,14.85,-1567.42
21-08-2024,Mumbai,157116.23,155,0.1447,8.47,5865.3
21-08-2024,Delhi,102242.59,160,0.167,16.76,14823.89
21-08-2024,Bangalore,131277.8,155,0.1387,6.3,7745.73
21-08-2024,Pune,101714.98,163,0.1574,20.48,13440.33
22-08-2024,Mumbai,103893.8,154,0.1507,6.1,12207.98
22-08-2024,Delhi,193841.37,144,0.1719,17.15,3649.39
22-08-2024,Bangalore,158095.04,158,0.1465,19.44,5399.39
22-08-2024,Pune,138923.05,159,0.1542,22.5,8370.6
23-08-2024,Mumbai,137912.77,141,0.1405,16.03,4418.65
23-08-2024,Delhi,121163.59,158,0.1466,15.39,9504.96
23-08-2024,Bangalore,186104.53,149,0.1629,17.27,3935.54
23-08-2024,Pune,105334.8,150,0.17,12.89,13673.39
24-08-2024,Mumbai,186364.14,163,0.1765,9.18,9215.36
24-08-2024,Delhi,150035.94,148,0.1587,24.51,6026.33
24-08-2024,Bangalore,106980.07,161,0.1294,18.08,8322.66
24-08-2024,Pune,159930.21,154,0.1322,6.8,3693.03
25-08-2024,Mumbai,157972.62,156,0.1702,9.22,9838.01
25-08-2024,Delhi,101914.49,155,0.1215,9.26,7715.01
25-08-2024,Bangalore,145357.9,147,0.1682,24.26,7759.25
25-08-2024,Pune,153593.51,163,0.1772,22.75,11251.15
26-08-2024,Mumbai,158449.98,156,0.1366,23.5,3117.35
26-08-2024,Delhi,158319.08,147,0.1257,17.29,916.43
26-08-2024,Bangalore,170264.02,147,0.1338,23.4,309.43
26-08-2024,Pune,161631.45,162,0.173,18.52,10006.6
27-08-2024,Mumbai,121123.18,152,0.1786,18.99,13131.94
27-08-2024,Delhi,137544.11,162,0.1372,21.25,6345.54
27-08-2024,Bangalore,199723.79,159,0.133,19.13,-742.88
27-08-2024,Pune,160303.96,164,0.1479,22.1,6015.26
28-08-2024,Mumbai,106239.41,159,0.1409,14.27,10344.03
28-08-2024,Delhi,139596.16,156,0.1712,23.82,10358.09
28-08-2024,Bangalore,108510.35,150,0.1674,13.91,12862.84
28-08-2024,Pune,116811.81,159,0.1233,23.91,5535.11
29-08-2024,Mumbai,107482.12,154,0.1288,24.49,6643.77
29-08-2024,Delhi,175929.25,147,0.1269,6.17,439.82
29-08-2024,Bangalore,115557.14,150,0.1396,11.69,8211.74
29-08-2024,Pune,123250.6,149,0.1354,12.75,6572.61
30-08-2024,Mumbai,167399.42,143,0.1326,21.37,89.06
30-08-2024,Delhi,114692.19,145,0.1719,8.94,12558.96
30-08-2024,Bangalore,108273.68,141,0.1698,19.43,11165.95
30-08-2024,Pune,161721.88,144,0.1487,20.83,3158.96
31-08-2024,Mumbai,130362.39,163,0.1574,11.2,11506.55
31-08-2024,Delhi,148783.43,156,0.1465,24.7,5506.36
31-08-2024,Bangalore,139570.8,162,0.1234,13.95,4641.4
31-08-2024,Pune,145843.14,152,0.1408,16.4,5181.14
01-09-2024,Mumbai,199177.29,156,0.1717,11.96,5676.13
01-09-2024,Delhi,153802.27,146,0.1538,20.54,5013.95
01-09-2024,Bangalore,194041.92,160,0.1494,20.09,2484.86
01-09-2024,Pune,149256.91,151,0.1612,18.5,7568.53
02-09-2024,Mumbai,111701.17,155,0.1444,12.24,9989.52
02-09-2024,Delhi,145398.99,164,0.1508,23.16,7880.13
02-09-2024,Bangalore,188988.37,156,0.1305,16.79,-214.92
02-09-2024,Pune,157931.45,153,0.1587,10.37,7448.95
03-09-2024,Mumbai,155266.23,164,0.1645,11.31,10319.86
03-09-2024,Delhi,113165.36,163,0.1311,11.29,8925.99
03-09-2024,Bangalore,121870.98,152,0.1444,23.16,7444.64
03-09-2024,Pune,160385.1,145,0.1782,16.85,8114.46
04-09-2024,Mumbai,114300.11,153,0.1352,23.84,6866.78
04-09-2024,Delhi,189398.52,151,0.1534,22.06,2018.89
04-09-2024,Bangalore,179592.64,159,0.1604,10.19,6519.95
04-09-2024,Pune,121820.75,159,0.135,11,8179.6
05-09-2024,Mumbai,100065.34,149,0.1676,17.92,13167.34
05-09-2024,Delhi,175026.58,161,0.1359,16.53,2727.58
05-09-2024,Bangalore,119950.53,163,0.1492,23.49,9969.9
05-09-2024,Pune,104005.91,153,0.1566,23.57,11202.08
06-09-2024,Mumbai,178581.26,152,0.1481,14.86,3164.69
06-09-2024,Delhi,176057.56,155,0.1569,20.45,4671.3
06-09-2024,Bangalore,151292.22,146,0.1761,13.14,9268.86
06-09-2024,Pune,170812.18,157,0.1302,6.58,2708.97
07-09-2024,Mumbai,120444.84,162,0.1588,10.31,12649.66
07-09-2024,Delhi,167003.25,159,0.1506,15.52,5691.26
07-09-2024,Bangalore,105024.3,159,0.1367,22.21,9013.51
07-09-2024,Pune,192838.35,154,0.1296,6.47,33.4
08-09-2024,Mumbai,144903.88,148,0.1402,14.85,4768.56
08-09-2024,Delhi,177338.1,164,0.1565,11.34,6798.06
08-09-2024,Bangalore,117349.61,140,0.1566,9.8,9215.82
08-09-2024,Pune,105552.5,146,0.1275,20.68,5995.74
09-09-2024,Mumbai,123693.33,160,0.1539,23.65,9896.79
09-09-2024,Delhi,138732.25,157,0.1391,20.24,5938.89
09-09-2024,Bangalore,143111.24,147,0.1665,10.45,9121.12
09-09-2024,Pune,134508.37,156,0.1399,11.58,7220.43
10-09-2024,Mumbai,104149.92,146,0.1359,17.62,7668.98
10-09-2024,Delhi,167850,145,0.1377,17.77,1409.92
10-09-2024,Bangalore,159962.76,159,0.1643,11.27,9007.24
10-09-2024,Pune,128161.6,152,0.1206,19.6,3557.14
11-09-2024,Mumbai,170624.62,162,0.1461,21.1,4502.49
11-09-2024,Delhi,127812.92,153,0.1247,14.41,4862.06
11-09-2024,Bangalore,126104.85,157,0.1795,16.28,13943.39
11-09-2024,Pune,198484.57,163,0.1424,23.64,990.28
12-09-2024,Mumbai,106180.85,148,0.1344,19.49,7323.77
12-09-2024,Delhi,127295,162,0.1781,14.49,14671.44
12-09-2024,Bangalore,150151.8,163,0.1483,18.58,7293.18
12-09-2024,Pune,175117.71,147,0.1547,23.18,2906.94
13-09-2024,Mumbai,181740.78,155,0.1671,14.79,6240.5
13-09-2024,Delhi,186496.26,151,0.1447,13.65,1831.25
13-09-2024,Bangalore,188458.69,159,0.1654,11.61,6299.7
13-09-2024,Pune,129885.71,155,0.1363,9.62,7175.46
14-09-2024,Mumbai,118463.25,160,0.1458,21.79,9302.47
14-09-2024,Delhi,111989.11,140,0.127,18.96,4687.16
14-09-2024,Bangalore,194989.97,153,0.1558,14.24,2908.73
14-09-2024,Pune,116440.55,164,0.1434,12.75,10599.98
15-09-2024,Mumbai,104524.92,151,0.164,18.51,12457.03
15-09-2024,Delhi,193155.49,142,0.154,18.48,703.57
15-09-2024,Bangalore,189838.65,157,0.1536,23.91,2745.74
15-09-2024,Pune,108273.4,150,0.1681,7.98,13583.02
16-09-2024,Mumbai,157685.74,162,0.1417,7.75,6410.49
16-09-2024,Delhi,158507.84,144,0.124,17.3,279.91
16-09-2024,Bangalore,173886.67,158,0.1595,16.11,6204.62
16-09-2024,Pune,110326.5,152,0.1541,11.63,11224.2
17-09-2024,Mumbai,193831.57,161,0.1454,21.08,1920.53
17-09-2024,Delhi,103177.85,160,0.1344,8.74,10312.71
17-09-2024,Bangalore,111570.13,164,0.1615,14.7,13862.31
17-09-2024,Pune,122652.16,154,0.1545,8.62,10660.6
18-09-2024,Mumbai,168876.25,149,0.1694,21.59,6195.61
18-09-2024,Delhi,147735.04,152,0.1676,9.01,9806.35
18-09-2024,Bangalore,105178.59,161,0.1325,7.61,10060.75
18-09-2024,Pune,146669.31,153,0.1748,16.75,10398.61
19-09-2024,Mumbai,118267.24,147,0.1685,21.65,10778.53
19-09-2024,Delhi,138461.11,156,0.1365,9.88,6466.91
19-09-2024,Bangalore,101675.63,144,0.176,18.99,13280.69
19-09-2024,Pune,153157.22,154,0.1485,13.75,6184.07
20-09-2024,Mumbai,116121.88,157,0.1783,16.68,14707.89
20-09-2024,Delhi,171475.33,152,0.1334,10.54,2080.82
20-09-2024,Bangalore,151230.03,150,0.1226,19.17,1356.02
20-09-2024,Pune,164823.59,159,0.153,13.66,6484.87
21-09-2024,Mumbai,183364.4,147,0.1392,14.33,690.36
21-09-2024,Delhi,189926.04,157,0.1264,12.74,-429.57
21-09-2024,Bangalore,141317.25,153,0.1367,10.12,5769.01
21-09-2024,Pune,128800.53,147,0.1294,21.72,3971.16
22-09-2024,Mumbai,104191.52,152,0.1332,15.85,8243.33
22-09-2024,Delhi,171011.48,142,0.1339,15.55,355.6
22-09-2024,Bangalore,173148.64,148,0.1388,21.89,1035.67
22-09-2024,Pune,105021.44,151,0.175,18.07,14113.34
23-09-2024,Mumbai,162982.07,142,0.1255,11.98,322.13
23-09-2024,Delhi,104305.24,160,0.1457,19.9,10892.83
23-09-2024,Bangalore,182447.15,152,0.1595,6.15,5381.43
23-09-2024,Pune,194317.48,153,0.1265,20.59,-2143.29
24-09-2024,Mumbai,150047.73,149,0.1707,15.2,8902.85
24-09-2024,Delhi,151409.54,144,0.1741,10.09,8919.83
24-09-2024,Bangalore,188435.52,142,0.1697,19.54,3300.76
24-09-2024,Pune,169669.51,143,0.134,10.01,1199.2
25-09-2024,Mumbai,185719.17,163,0.1683,23.99,6466.35
25-09-2024,Delhi,140021.23,155,0.1572,14.63,8894.41
25-09-2024,Bangalore,178018.93,148,0.1562,18.53,3464.38
25-09-2024,Pune,168804.56,156,0.1383,9.76,3713.21
26-09-2024,Mumbai,106569.21,154,0.1452,15.44,10158.38
26-09-2024,Delhi,191694.2,164,0.1296,9.25,1162.42
26-09-2024,Bangalore,141814.48,164,0.1678,19.76,11367.07
26-09-2024,Pune,169040.57,162,0.1683,7,9660.65
27-09-2024,Mumbai,115962.49,155,0.1298,10.44,7475.58
27-09-2024,Delhi,102370.78,160,0.1769,11.79,16887.39
27-09-2024,Bangalore,126451.58,141,0.1756,13.97,10715.43
27-09-2024,Pune,105062.25,150,0.1452,6.18,10655.41
28-09-2024,Mumbai,185795.51,155,0.1207,20.96,-1970.44
28-09-2024,Delhi,130643.28,155,0.1619,12.92,10732.62
28-09-2024,Bangalore,156621.5,161,0.1527,11.23,7791.85
28-09-2024,Pune,170943.89,147,0.1743,13.12,7209.07
29-09-2024,Mumbai,154986.86,147,0.1256,13.8,1583.36
29-09-2024,Delhi,116333.66,156,0.1336,21.53,7049.85
29-09-2024,Bangalore,193039.84,155,0.1316,6.96,397.17
29-09-2024,Pune,162645.7,144,0.125,10.01,735.95
30-09-2024,Mumbai,175246.83,152,0.1722,20.42,6613.23
30-09-2024,Delhi,172752.92,154,0.1437,16.07,3243.67
30-09-2024,Bangalore,116136.74,149,0.1325,11.63,6967.96
30-09-2024,Pune,191080.27,159,0.164,12.58,5714.97
01-10-2024,Mumbai,140771.58,155,0.1303,21.72,3943.91
01-10-2024,Delhi,158483.86,158,0.1618,9.68,8753.2
01-10-2024,Bangalore,164150.45,143,0.1732,23.02,6045.76
01-10-2024,Pune,129728.72,146,0.1267,18.31,3689.29
02-10-2024,Mumbai,187511.8,154,0.1696,18.79,5482.78
02-10-2024,Delhi,182435.04,157,0.1227,18.47,-823.96
02-10-2024,Bangalore,153515.23,161,0.1603,11.14,9338.73
02-10-2024,Pune,108122.96,149,0.1467,15.59,9483.01
03-10-2024,Mumbai,111728.01,149,0.1676,18.53,11951.03
03-10-2024,Delhi,157780.71,158,0.1791,20.59,10462.17
03-10-2024,Bangalore,143436.15,149,0.1456,12.28,6130.57
03-10-2024,Pune,156423.18,155,0.1587,6.45,8310.18
04-10-2024,Mumbai,142962.29,163,0.1694,16.57,11658.62
04-10-2024,Delhi,177951.67,154,0.1691,6.76,7570.4
04-10-2024,Bangalore,188991.34,140,0.1591,20.84,1294.7
04-10-2024,Pune,179146.35,149,0.1719,7.95,6908.09
05-10-2024,Mumbai,112595.52,147,0.1256,24.31,4771.84
05-10-2024,Delhi,113508.01,142,0.1606,17.29,9723.78
05-10-2024,Bangalore,160315.01,155,0.1203,6.03,2016.21
05-10-2024,Pune,137810.08,164,0.1211,14.82,4598.19
06-10-2024,Mumbai,194306.19,140,0.1575,20.19,602.71
06-10-2024,Delhi,121871.39,144,0.159,10.03,9709.1
06-10-2024,Bangalore,112200.74,157,0.1227,19.95,6048.91
06-10-2024,Pune,134131.86,164,0.1757,12.31,14176.05
07-10-2024,Mumbai,146533.69,148,0.1574,21.33,6503.65
07-10-2024,Delhi,184201.57,146,0.1579,14.1,3220.53
07-10-2024,Bangalore,154814.52,163,0.1496,18.03,7092.68
07-10-2024,Pune,180552.59,141,0.123,22.92,-3000.46
08-10-2024,Mumbai,157688.12,146,0.15,7.32,5401.78
08-10-2024,Delhi,108987.69,157,0.1276,21.2,7021.75
08-10-2024,Bangalore,186300.9,161,0.1286,19.58,116.04
08-10-2024,Pune,129335.34,153,0.1671,24.89,10141.26
09-10-2024,Mumbai,160548.13,140,0.1703,17.68,6012.92
09-10-2024,Delhi,158119.54,162,0.1201,11.17,2522.14
09-10-2024,Bangalore,121789.14,143,0.1395,8.43,6933.88
09-10-2024,Pune,144236.65,153,0.1637,12.15,9411.81
10-10-2024,Mumbai,166505.6,153,0.1276,8.4,2038.78
10-10-2024,Delhi,181343.45,156,0.1699,23.45,6023.71
10-10-2024,Bangalore,164978.8,152,0.1737,18.25,8072.5
10-10-2024,Pune,128825.16,153,0.1271,6,5962.67
11-10-2024,Mumbai,171213.7,156,0.1533,8.82,5905.79
11-10-2024,Delhi,109209.88,147,0.1737,21.65,12442.81
11-10-2024,Bangalore,189878.79,145,0.1687,13.3,4149.09
11-10-2024,Pune,166626.79,144,0.1433,10.57,2919.35
12-10-2024,Mumbai,109496.53,159,0.1283,7.54,8693.04
12-10-2024,Delhi,182972.29,161,0.1466,16.11,3702.26
12-10-2024,Bangalore,187361.85,142,0.1735,14.81,4416.6
12-10-2024,Pune,132002.73,160,0.1383,13.65,7569.73
13-10-2024,Mumbai,167250.73,145,0.1555,19.2,3908.11
13-10-2024,Delhi,136467.07,142,0.16,8.27,8245.7
13-10-2024,Bangalore,157264.29,159,0.1652,22.58,8283.26
13-10-2024,Pune,149995.9,145,0.1256,20.83,1122.5
14-10-2024,Mumbai,167370.17,164,0.1371,14.42,4301.11
14-10-2024,Delhi,161710.59,161,0.134,10.29,4365.83
14-10-2024,Bangalore,155105.1,155,0.1369,11.66,4548.19
14-10-2024,Pune,127784.52,148,0.1252,7.08,5037.16
15-10-2024,Mumbai,110548.34,151,0.1484,7.27,10634.38
15-10-2024,Delhi,104809.23,149,0.1692,6.79,14051.48
15-10-2024,Bangalore,149812.99,145,0.1351,11.85,3429.05
15-10-2024,Pune,161363.79,140,0.1786,16.35,7235.62
16-10-2024,Mumbai,113568.83,154,0.1419,18.18,8676.24
16-10-2024,Delhi,146618.16,164,0.162,20.64,9846.58
16-10-2024,Bangalore,133730.28,158,0.1747,6.4,13586.69
16-10-2024,Pune,131577.32,164,0.1785,21.83,13934.95
17-10-2024,Mumbai,130301.75,159,0.1605,13.52,11143.37
17-10-2024,Delhi,175625.38,153,0.1384,13.03,2314.87
17-10-2024,Bangalore,155047.18,152,0.1272,17.11,2123.13
17-10-2024,Pune,196932.18,164,0.1237,12.45,-647.46
18-10-2024,Mumbai,150593.17,153,0.1237,15.49,2312.95
18-10-2024,Delhi,110633.73,153,0.1413,13.61,9191.7
18-10-2024,Bangalore,111514.62,163,0.1791,6,17449.36
18-10-2024,Pune,161397.95,160,0.1465,18.32,5472.08
19-10-2024,Mumbai,106144.63,162,0.1449,19.88,10871.02
19-10-2024,Delhi,113535.54,156,0.1291,15.07,7276.76
19-10-2024,Bangalore,160180.67,157,0.1441,12.42,5361.34
19-10-2024,Pune,112682.4,160,0.1605,6.72,13745.36
20-10-2024,Mumbai,161996.86,161,0.1235,16.49,2036.56
20-10-2024,Delhi,159522.97,148,0.1259,8.21,1861.91
20-10-2024,Bangalore,125426.12,143,0.1524,7.51,8502.35
20-10-2024,Pune,156585.06,153,0.1289,9.27,3136.48
21-10-2024,Mumbai,187876.92,142,0.1291,14.22,-1879.64
21-10-2024,Delhi,159567.98,156,0.1514,12.06,6458.36
21-10-2024,Bangalore,146991.54,148,0.1697,7.52,9665.03
21-10-2024,Pune,147683.89,151,0.1749,12.84,10365.04
22-10-2024,Mumbai,130697.23,146,0.1607,12.14,9179.97
22-10-2024,Delhi,198774.95,152,0.1436,17.46,210.69
22-10-2024,Bangalore,180168.43,158,0.151,17.03,4134.3
22-10-2024,Pune,193593.72,164,0.1737,8.83,8244.7
23-10-2024,Mumbai,178592.53,146,0.179,7.64,7503.98
23-10-2024,Delhi,181438.68,140,0.154,12.68,2150.1
23-10-2024,Bangalore,161037.75,146,0.1429,7.04,4049.69
23-10-2024,Pune,159946.11,150,0.1476,20.29,4110.33
24-10-2024,Mumbai,190553.88,151,0.1229,21.59,-2656.15
24-10-2024,Delhi,182634.08,157,0.1359,15.57,1511.18
24-10-2024,Bangalore,106810.9,141,0.1696,18,11426.53
24-10-2024,Pune,178440.55,164,0.1209,10.7,909.23
25-10-2024,Mumbai,186629.24,146,0.1563,10.19,3138.73
25-10-2024,Delhi,162565.08,148,0.1213,21.57,-467.1
25-10-2024,Bangalore,182485.38,144,0.1658,15.94,4035.3
25-10-2024,Pune,122677.26,146,0.1424,17.88,6738.71
26-10-2024,Mumbai,101234.1,142,0.1311,9.84,7503.82
26-10-2024,Delhi,138670.71,145,0.1431,22.24,4659.19
26-10-2024,Bangalore,195241.53,142,0.143,21.94,-1417.21
26-10-2024,Pune,114532.67,143,0.1204,6.49,5120.62
27-10-2024,Mumbai,155329.06,155,0.154,22.68,6062.8
27-10-2024,Delhi,155787.37,152,0.1268,23.43,1353.42
27-10-2024,Bangalore,177781.12,141,0.1311,16.28,-919.08
27-10-2024,Pune,164557.22,140,0.1398,17.2,1400.06
28-10-2024,Mumbai,145427.84,156,0.1246,9.23,3976.91
28-10-2024,Delhi,112694.44,153,0.1511,10.67,10783.84
28-10-2024,Bangalore,135813.97,150,0.1614,19.85,8650.45
28-10-2024,Pune,104697.3,152,0.1255,11.43,7458.26
29-10-2024,Mumbai,167238.98,164,0.1233,12.29,2272.22
29-10-2024,Delhi,176597.16,148,0.1449,6.46,3143.81
29-10-2024,Bangalore,133537.16,153,0.1793,6.79,13402.37
29-10-2024,Pune,196780.27,145,0.1637,11.99,2862.09
30-10-2024,Mumbai,139314.71,152,0.1302,6.97,5157.55
30-10-2024,Delhi,161752.91,157,0.1607,16.39,7408.03
30-10-2024,Bangalore,147508.99,151,0.1244,11.33,2894.94
30-10-2024,Pune,134993.79,150,0.1706,12.17,10877.06
31-10-2024,Mumbai,168729.56,153,0.1698,10.27,8085.31
31-10-2024,Delhi,139933.26,158,0.1644,17.63,10215.54
31-10-2024,Bangalore,101667.58,158,0.1401,19.89,9972.74
31-10-2024,Pune,142001.1,140,0.17,21.28,7465.91
01-11-2024,Mumbai,186642.32,156,0.1774,22.91,6723.87
01-11-2024,Delhi,165227.51,147,0.1529,13.65,4590.59
01-11-2024,Bangalore,151961.17,161,0.1236,18.02,2893.21
01-11-2024,Pune,176892,152,0.128,9.02,862.25
02-11-2024,Mumbai,194927.31,160,0.146,8.42,3031.79
02-11-2024,Delhi,140908.51,145,0.1413,18.72,4529.95
02-11-2024,Bangalore,148380.25,162,0.1553,23.83,7943.79
02-11-2024,Pune,134985.44,154,0.1297,14.96,4977.02
03-11-2024,Mumbai,155347.18,152,0.1335,7.31,4022.26
03-11-2024,Delhi,182749.87,158,0.1413,20.82,1966.41
03-11-2024,Bangalore,156389.29,145,0.1398,20.15,2621.95
03-11-2024,Pune,141240.31,160,0.1641,17.59,10373.01
04-11-2024,Mumbai,148817.77,162,0.139,23.33,5309.71
04-11-2024,Delhi,106092.87,148,0.131,12.06,7567.36
04-11-2024,Bangalore,141551.41,150,0.1371,19.96,4419.74
04-11-2024,Pune,102394.63,153,0.1263,8.44,8237.13
05-11-2024,Mumbai,157385.06,140,0.1255,17.89,40.64
05-11-2024,Delhi,155053.17,163,0.1513,23.03,6850.26
05-11-2024,Bangalore,119629.43,152,0.1497,8.31,9955.87
05-11-2024,Pune,158809.36,155,0.1558,21.39,6131.35
06-11-2024,Mumbai,142967.34,155,0.1377,10.86,5967.81
06-11-2024,Delhi,132742.1,140,0.1361,9.77,4806.27
06-11-2024,Bangalore,124685.7,141,0.1462,17.29,6411.25
06-11-2024,Pune,158965.35,145,0.1569,7.55,6102.63
07-11-2024,Mumbai,108778.82,149,0.1664,19.58,11951.49
07-11-2024,Delhi,157897.76,163,0.144,21.43,5542.74
07-11-2024,Bangalore,101386.21,147,0.1601,21.17,11283.42
07-11-2024,Pune,193275.29,155,0.14,16.59,708.26
08-11-2024,Mumbai,170701.53,144,0.1539,18.6,3228.16
08-11-2024,Delhi,167906.66,152,0.1211,19.98,-376.13
08-11-2024,Bangalore,120839.96,148,0.1728,6.94,12794.69
08-11-2024,Pune,123108.09,148,0.1283,6.02,6069.58
09-11-2024,Mumbai,190322.36,149,0.1715,15.5,4978.11
09-11-2024,Delhi,167489.32,149,0.1747,6.77,8605.35
09-11-2024,Bangalore,151221.47,161,0.1446,9.98,7166.64
09-11-2024,Pune,197656.1,146,0.125,13.33,-2845.46
10-11-2024,Mumbai,137394.71,144,0.166,19.14,8243.4
10-11-2024,Delhi,196563.9,151,0.1233,9.47,-1989.6
10-11-2024,Bangalore,196520.96,146,0.1579,19.8,1424.78
10-11-2024,Pune,136696.14,142,0.1456,18.26,5186.49
11-11-2024,Mumbai,174521.47,158,0.1439,6.13,4670.6
11-11-2024,Delhi,152340.72,155,0.1687,21.68,8750.35
11-11-2024,Bangalore,179505.8,151,0.1738,22.08,6088.56
11-11-2024,Pune,118281.34,145,0.1585,6.49,10504.93
